word,phonetic_symbol
fleet,
flesh,
flexibility,
focus,
focus,
follower,
footnote,
formation,
fraud,
frontier,
gang,
gaze,
gear,
gear,
generalization,
goat,
god,
goodwill,
grain,
grain,
grain,
grip,
grip,
guerrilla,
guideline,
handout,
hardware,
hardware,
headquarters,
hedge,
helicopter,
hell,
highlight,
hint,
holder,
holder,
hook,
housekeeper,
icon,
icon,
identification,
ideology,
illustration,
immigrant,
implication,
implication,
impulse,
incentive,
index,
index,
individual,
infant,
inference,
inflation,
initiative,
initiative,
injection,
innovation,
inspector,
instinct,
institution,
institution,
intellectual,
interpretation,
investigator,
investment,
investor,
involvement,
jog,
joint,
joint,
jury,
label,
laptop,
laser,
laundry,
lawn,
lawsuit,
leak,
leap,
lease,
lecturer,
legend,
legislation,
legislature,
lifetime,
limb,
listener,
loan,
lobby,
lobby,
manufacturer,
margin,
margin,
margin,
mask,
mask,
mass,
mass,
mass,
mass,
mate,
mate,
media,
medication,
mentor,
merchandise,
merger,
messenger,
metaphor,
microphone,
microscope,
migration,
mill,
mill,
millimeter,
minister,
minister,
missile,
mixture,
mobility,
modification,
mold,
mold,
morality,
mortgage,
mentor,
merchandise,
merger,
messenger,
metaphor,
microphone,
microscope,
migration,
mill,
mill,
millimeter,
minister,
minister,
missile,
mixture,
mobility,
modification,
mold,
mold,
morality,
mortgage,
motion,
motion,
musical,
necessity,
necessity,
neglect,
nerve,
nerve,
nerve,
nomination,
obituary,
obligation,
observer,
offense,
offense,
offense,
operator,
opponent,
optimism,
organizer,
ounce,
outbreak,
outcome,
outfit,
outlet,
outlet,
outlet,
outline,
outline,
outlook,
outlook,
output,
outrage,
outside,
outsider,
overtime,
packet,
packet,
panel,
panel,
paperwork,
paradox,
parliament,
participation,
particle,
partnership,
patch,
patch,
patch,
patron,
patron,
payment,
peak,
peak,
pedestrian,
peer,
peg,
penalty,
penalty,
pension,
percentage,
perception,
personnel,
perspective,
perspective,
pharmacist,
phase,
physician,
pi,
pin,
pitch,
pitch,
pitch,
pitch,
plague,
plot,
plot,
plot,
plumber,
popularity,
portion,
portion,
predictor,
presenter,
presidency,
prevention,
priority,
privilege,
probe,
probe,
procedure,
profile,
profile,
programmer,
project,
projection,
projection,
prospect,
prospect,
province,
provision,
provision,
provision,
psychology,
publication,
publication,
publicity,
pulse,
pursuit,
pursuit,
pursuit,
qualification,
query,
quotation,
quotation,
rack,
radar,
rally,
rally,
rally,
rape,
reaction,
realization,
realization,
rebel,
recession,
recipe,
recipe,
recognition,
recommendation,
refugee,
regime,
reinforcement,
rejection,
relief,
relief,
relief,
reminder,
rental,
repertoire,
replacement,
reprint,
residence,
resident,
resignation,
resistance,
resistance,
resolution,
resolution,
resolution,
restriction,
retailer,
retirement,
retreat,
retreat,
revenue,
revival,
revolution,
revolution,
ritual,
rocket,
route,
royalty,
royalty,
salary,
salesperson,
scandal,
scheme,
scheme,
sector,
sector,
segment,
seller,
seminar,
senator,
servant,
shield,
seminar,
senator,
servant,
shield,
soil,
solvent,
spark,
spark,
specialty,
species,
spite,
spokesman,
spreadsheet,
spur,
stability,
statistics,
stereotype,
stick,
stock,
stock,
stock,
strand,
strand,
substance,
substance,
suburb,
supervision,
supervisor,
supplement,
supplier,
surge,
surveillance,
syllable,
tag,
tag,
tail,
territory,
testimony,
theme,
theorist,
therapy,
thesis,
thesis,
thickness,
thirst,
thread,
thread,
thread,
throat,
toll,
toll,
ton,
tonne,
trader,
trainee,
trainer,
trait,
transition,
translation,
transmission,
transmission,
transmission,
tray,
treaty,
trial,
trial,
triangle,
tribe,
troop,
tumor,
tunnel,
tutor,
undergraduate,
upgrade,
user,
utility,
utility,
vaccine,
variation,
venture,
venue,
version,
veteran,
veteran,
viewer,
virtue,
vitamin,
volunteer,
voter,
vow,
wage,
welcome,
welfare,
wheat,
withdrawal,
withdrawal,
witness,
accordingly,
accordingly,
actively,
adequately,
appropriately,
backward,
broadly,
considerably,
critically,
critically,
deliberately,
deliberately,
dramatically,
effectively,
effectively,
essentially,
exclusively,
financially,
firstly,
formerly,
gently,
genuinely,
globally,
hugely,
ideally,
independently,
literally,
literally,
nationwide,
necessarily,
nicely,
openly,
originally,
overtime,
politically,
potentially,
precisely,
presumably,
previously,
privately,
promptly,
readily,
readily,
reasonably,
reasonably,
remarkably,
rightly,
secondly,
seldom,
separately,
sharply,
sharply,
significantly,
somewhat,
specifically,
strictly,
sufficiently,
technically,
temporarily,
thereafter,
thoroughly,
though,
ultimately,
underground,
underneath,
undoubtedly,
virtually,
abolish,
accumulate,
alert,
alter,
alternate,
amaze,
anticipate,
appeal,
appeal,
appeal,
approach,
articulate,
assemble,
assert,
assess,
assure,
authorize,
await,
balance,
ban,
bankrupt,
bid,
bind,
bind,
blast,
boost,
brake,
broadcast,
broaden,
bully,
burden,
cast,
cast,
cast,
cease,
certify,
chase,
cheat,
clarify,
coincide,
coincide,
collapse,
collapse,
commute,
compensate,
compile,
compromise,
compromise,
compute,
conceal,
concede,
concede,
conceive,
conceive,
condemn,
condemn,
conduct,
conduct,
conduct,
confine,
confront,
consult,
consult,
contradict,
convert,
cooperate,
cope,
correspond,
correspond,
crack,
crack,
cruise,
dash,
debit,
decay,
deceive,
decline,
decline,
decorate,
deem,
defy,
desire,
detect,
devote,
dip,
dip,
discriminate,
discriminate,
disguise,
dismiss,
dismiss,
displace,
disrupt,
distract,
divert,
divorce,
dominate,
donate,
edit,
elect,
employ,
employ,
encounter,
endorse,
endorse,
enforce,
enhance,
enroll,
entitle,
entitle,
equip,
evaluate,
evolve,
exceed,
exclude,
execute,
execute,
exhibit,
exhibit,
explode,
exploit,
exploit,
export,
extract,
facilitate,
file,
file,
flash,
flee,
flip,
force,
found,
fulfill,
generalize,
grip,
grip,
guarantee,
guard,
identify,
identify,
illustrate,
implement,
imply,
import,
impose,
incur,
industrialize,
infect,
infer,
inflate,
inflate,
influence,
inherit,
inquire,
inspect,
instruct,
instruct,
integrate,
interfere,
interpret,
interpret,
investigate,
jam,
jam,
justify,
lack,
leak,
lean,
lean,
level,
level,
manipulate,
manipulate,
manufacture,
merge,
misunderstand,
mount,
mount,
mount,
mount,
multiply,
multiply,
object,
originate,
leak,
lean,
lean,
level,
level,
manipulate,
manipulate,
manufacture,
merge,
misunderstand,
mount,
mount,
mount,
mount,
multiply,
multiply,
object,
originate,
overlook,
overlook,
overlook,
perceive,
persist,
plead,
poison,
pop,
postpone,
praise,
precede,
prescribe,
prevail,
price,
process,
progress,
prohibit,
prosecute,
prosper,
protest,
punch,
purchase,
quantify,
question,
question,
queue,
quote,
rape,
rebel,
reckon,
recruit,
regulate,
reinforce,
relieve,
research,
resign,
resume,
retreat,
retrieve,
reverse,
review,
review,
revive,
reward,
risk,
roll,
rub,
sack,
safeguard,
sail,
scan,
scan,
schedule,
scratch,
select,
sense,
separate,
shrink,
sigh,
skim,
skim,
skip,
slide,
snap,
snap,
sneeze,
sniff,
soar,
socialize,
specify,
spin,
spin,
split,
sponsor,
spray,
spread,
spread,
squeeze,
stain,
steer,
stimulate,
stress,
strip,
strive,
stroke,
struggle,
submit,
subtract,
sue,
supervise,
supply,
suppress,
surrender,
suspect,
suspend,
suspend,
sustain,
sweep,
swing,
tackle,
tap,
tap,
testify,
threaten,
tolerate,
torture,
trace,
track,
trade,
transmit,
transport,
treat,
treat,
treat,
trick,
underestimate,
undertake,
upgrade,
urge,
utilize,
value,
violate,
weaken,
wed,
whisper,
widen,
wipe,
withdraw,
withdraw,
worsen,
yield,
yield,
alongside,
amongst,
versus,
whereas,
actual,
acute,
acute,
adequate,
administrative,
adverse,
affordable,
approximate,
beneficial,
biological,
bizarre,
bloody,
characteristic,
coherent,
colonial,
communicative,
compatible,
competent,
comprehensive,
compulsory,
consistent,
constant,
contemporary,
contemporary,
contradictory,
conventional,
cooperative,
corporate,
corrupt,
costly,
criminal,
crucial,
decent,
deep,
deep,
deep,
deliberate,
dense,
dental,
desirable,
fiscal,
flexible,
forthcoming,
forthcoming,
functional,
fundamental,
genuine,
geographic,
gloomy,
governmental,
grand,
grim,
gross,
gross,
hourly,
hybrid,
icy,
identical,
idle,
inadequate,
ineffective,
infectious,
influential,
informal,
initial,
innate,
innovative,
inside,
insufficient,
interactive,
keen,
keen,
latter,
legislative,
legitimate,
lengthy,
liberal,
liberal,
lucrative,
manual,
mathematical,
mature,
modest,
modest,
moral,
multiple,
nationwide,
neat,
noble,
noble,
numerical,
odd,
odd,
offshore,
offshore,
optimistic,
optional,
oral,
oval,
overall,
particular,
particular,
persistent,
petty,
petty,
philosophical,
potential,
predictable,
preliminary,
presidential,
primary,
prime,
prime,
prior,
probable,
profitable,
prompt,
rear,
relevant,
reluctant,
respiratory,
revolutionary,
risky,
rural,
satisfactory,
seasonal,
secondary,
sensible,
sensitive,
serial,
sexual,
slight,
solar,
spare,
standard,
straightforward,
subtle,
successive,
suspicious,
suspicious,
symbolic,
technical,
tender,
tender,
tough,
tough,
toxic,
transparent,
transparent,
tricky,
trivial,
turbulent,
ultimate,
unchanged,
underground,
unfamiliar,
universal,
unlimited,
unpopular,
unsure,
unwilling,
urban,
vacant,
valid,
verbal,
vital,
wealthy,
western,
worldwide,
